,Location_type,zone,num_refill_req_l3m,transport_issue_l1y,Competitor_in_mkt,wh_owner_type,flood_impacted,electric_supply,wh_est_year,storage_issue_reported_l3m,temp_reg_mach,approved_wh_govt_certificate,wh_breakdown_l3m
19561,1,0,4,0,5,0,0,1,2015.0,20,1,1,4
19562,1,2,1,0,3,0,0,1,2009.0,15,0,0,6
19563,1,3,3,1,4,0,0,1,2015.0,10,1,1,1
19564,1,1,6,3,3,0,1,1,2009.0,4,0,3,2
19565,1,1,2,2,4,1,0,0,2009.0,28,1,1,3
19566,1,1,1,1,5,1,0,1,2009.0,16,0,2,5
19567,1,2,4,0,2,1,0,1,2006.0,30,1,1,5
19568,1,3,6,1,2,0,0,1,2020.0,6,1,0,2
19569,1,2,5,0,2,1,0,0,2020.0,5,0,4,2
19570,1,1,0,3,2,1,0,1,2009.0,6,0,4,4
19571,1,1,5,0,2,1,0,1,2011.0,18,0,0,6
19572,1,2,4,0,3,0,0,0,2003.0,31,0,3,5
19573,1,2,3,0,3,1,0,1,2018.0,6,0,3,2
19574,1,1,3,0,2,1,0,1,2021.0,8,0,2,3
19575,1,1,5,2,5,0,0,0,1998.0,24,1,0,3
19576,1,1,0,0,3,1,0,1,2009.0,15,0,2,5
19577,1,1,4,0,2,1,0,1,2017.0,6,1,2,5
19578,1,2,4,0,2,1,0,1,2013.0,18,0,2,6
19579,1,1,3,0,2,1,0,1,2007.0,34,1,3,3
19580,1,3,6,2,2,1,0,1,2010.0,17,1,1,2
19581,1,3,4,0,4,1,0,1,2006.0,27,0,2,6
19582,1,1,1,2,4,1,1,1,2009.0,6,0,1,6
19583,1,1,0,0,2,1,0,1,2009.0,27,0,2,3
19584,1,3,8,0,3,1,0,0,2023.0,0,0,4,0
19585,0,2,8,4,2,0,0,0,2009.0,4,0,3,4
19586,1,2,1,3,2,0,0,0,2009.0,20,0,4,5
19587,1,1,3,0,2,1,0,1,2009.0,20,0,2,4
19588,1,1,1,0,4,1,0,1,2009.0,14,0,1,6
19589,1,1,8,0,3,0,0,0,2003.0,26,1,2,6
19590,0,2,4,0,6,1,0,0,2014.0,15,1,4,1
19591,1,2,0,0,3,1,0,1,2009.0,11,0,0,2
19592,1,1,7,0,3,1,0,1,2022.0,4,1,3,3
19593,1,2,0,0,2,0,0,1,2009.0,5,0,1,3
19594,1,1,0,0,3,0,0,1,2009.0,7,0,2,2
19595,1,1,1,0,2,0,0,1,2009.0,32,0,3,6
19596,1,3,5,0,4,1,0,0,1997.0,19,0,3,5
19597,1,1,8,0,2,0,0,0,2019.0,13,0,3,2
19598,1,1,8,0,2,1,1,1,2019.0,13,0,0,5
19599,1,2,2,1,2,0,0,1,2009.0,15,0,4,4
19600,1,2,6,1,1,0,0,0,2013.0,20,0,2,1
19601,1,3,5,0,5,1,0,1,2009.0,9,1,4,2
19602,0,3,4,3,2,1,0,1,2009.0,24,1,1,4
19603,0,3,7,0,2,1,0,1,2005.0,17,0,0,5
19604,1,1,6,2,4,0,0,0,2013.0,12,0,0,6
19605,1,2,3,0,2,1,0,1,2006.0,22,0,2,5
19606,1,3,7,0,4,0,0,0,2016.0,15,0,3,4
19607,1,1,0,1,3,0,0,1,2009.0,18,0,2,2
19608,1,3,8,2,4,0,0,1,1999.0,25,0,2,4
19609,1,3,5,0,3,0,0,1,2015.0,12,1,1,6
19610,1,3,5,4,4,0,0,0,2000.0,24,1,4,4
19611,1,1,1,5,4,0,0,0,2009.0,0,0,4,0
19612,1,3,6,5,2,1,0,1,2009.0,21,0,3,2
19613,1,2,5,1,2,0,0,0,2009.0,9,0,2,3
19614,0,3,1,0,4,0,0,0,2009.0,29,0,2,5
19615,1,2,2,0,3,0,0,0,2009.0,17,0,2,4
19616,0,3,7,0,4,1,0,1,2004.0,36,1,1,6
19617,1,3,2,1,3,1,0,1,2009.0,18,0,4,3
19618,1,3,1,0,4,1,0,1,2009.0,25,0,3,5
19619,1,1,2,0,3,0,0,0,2009.0,9,0,4,1
19620,1,1,5,2,3,1,0,0,2009.0,19,0,4,3
19621,1,3,6,2,3,0,0,1,2009.0,15,1,1,3
19622,1,2,3,1,5,1,0,0,2014.0,12,1,2,1
19623,1,0,6,0,8,0,0,1,2016.0,9,1,1,6
19624,1,3,5,0,3,1,1,1,2023.0,0,0,4,0
19625,1,2,5,0,3,1,0,1,2007.0,18,0,4,6
19626,0,1,8,0,3,1,0,0,2001.0,29,0,4,3
19627,1,1,5,0,2,0,0,0,2008.0,18,1,1,6
19628,1,1,1,0,6,1,0,1,2009.0,5,0,3,3
19629,1,2,3,3,2,0,0,0,2009.0,17,0,4,5
19630,1,3,3,0,4,1,0,1,2022.0,0,0,4,0
19631,1,3,7,4,4,0,0,1,2009.0,23,0,0,2
19632,1,2,5,0,4,1,0,0,2019.0,6,0,2,1
19633,1,2,7,0,4,0,0,1,2009.0,19,0,3,3
19634,1,2,4,0,2,0,0,0,2015.0,14,1,1,6
19635,1,1,7,0,4,0,0,0,2014.0,11,0,2,4
19636,1,1,5,2,3,1,0,0,2009.0,6,0,2,1
19637,1,2,5,1,2,1,0,1,2009.0,10,0,4,4
19638,1,1,2,2,2,0,0,0,2009.0,15,0,3,2
19639,1,1,6,0,2,1,0,1,2009.0,25,1,1,4
19640,1,3,3,4,3,0,0,0,2015.0,13,1,1,3
19641,1,2,5,1,2,1,0,1,2006.0,14,0,4,6
19642,1,3,8,0,4,0,0,1,2002.0,23,0,3,4
19643,1,1,8,1,4,1,0,0,2015.0,12,0,0,2
19644,1,1,7,0,3,1,0,0,2017.0,21,0,3,2
19645,1,3,1,0,2,0,0,1,2009.0,20,0,4,6
19646,1,1,5,0,2,0,0,0,2009.0,9,1,1,1
19647,1,3,0,1,5,0,0,1,2009.0,9,0,3,5
19648,1,2,0,0,3,1,0,1,2009.0,12,0,3,3
19649,1,3,0,0,4,1,1,1,2009.0,15,0,2,2
19650,1,1,1,0,4,1,0,1,2009.0,21,0,4,5
19651,0,1,0,2,3,0,0,0,2009.0,5,0,4,1
19652,1,2,0,0,3,1,1,1,2009.0,4,0,2,3
19653,1,0,4,0,4,0,0,0,2008.0,22,0,2,3
19654,1,1,2,2,4,0,0,0,2009.0,31,0,0,4
19655,0,1,0,0,2,1,0,1,2009.0,30,0,0,2
19656,1,1,4,3,3,1,0,1,2009.0,16,0,2,6
19657,1,1,0,0,3,1,0,1,2009.0,33,0,4,3
19658,1,3,5,0,4,0,0,1,2022.0,4,1,3,2
19659,1,1,4,1,3,0,0,1,2002.0,26,0,4,6
19660,1,3,1,4,2,0,0,1,2009.0,0,0,4,0
19661,1,2,3,0,2,1,0,1,2009.0,10,0,2,5
19662,1,1,3,0,3,1,0,1,2018.0,10,0,4,3
19663,1,1,1,0,7,1,0,1,2009.0,26,0,3,6
19664,1,3,8,0,3,1,0,1,2010.0,16,1,0,3
19665,1,2,1,0,4,1,0,1,2009.0,7,0,2,3
19666,1,3,1,0,2,1,0,0,2009.0,9,0,0,1
19667,1,2,0,0,3,1,0,1,2009.0,5,0,1,1
19668,1,2,5,0,4,1,0,1,2002.0,23,0,0,3
19669,1,1,0,1,3,1,0,1,2009.0,7,0,4,3
19670,1,2,4,0,5,0,0,1,2000.0,30,0,2,5
19671,1,2,7,0,2,1,0,0,2015.0,13,0,0,3
19672,1,1,7,0,4,0,0,1,2007.0,37,1,1,5
19673,1,1,7,0,4,1,0,0,2002.0,26,0,3,5
19674,1,3,7,0,2,1,0,1,2004.0,22,0,4,5
19675,1,2,7,0,2,1,1,1,2018.0,5,0,2,5
19676,1,1,5,0,3,1,0,1,2014.0,21,0,2,5
19677,1,2,4,0,2,1,0,1,1996.0,27,0,4,6
19678,1,2,6,3,3,1,0,1,2009.0,7,0,4,3
19679,1,1,0,0,4,1,0,1,2009.0,38,0,3,4
19680,1,3,4,0,1,1,0,0,2014.0,9,1,4,5
19681,0,2,6,0,2,1,0,0,2018.0,6,0,4,3
19682,1,2,4,0,2,0,0,0,2007.0,15,0,3,3
19683,1,3,5,0,4,0,0,1,2005.0,25,1,1,5
19684,1,3,8,1,3,1,1,1,2006.0,28,0,2,3
19685,1,1,4,0,4,1,0,0,2016.0,14,0,3,2
19686,1,3,7,2,4,1,0,1,2020.0,7,0,2,1
19687,1,1,2,0,2,1,0,1,2009.0,15,0,0,6
19688,1,1,8,1,6,0,0,1,2013.0,7,1,3,5
19689,1,1,4,3,3,0,0,1,2012.0,20,0,0,3
19690,1,1,3,0,4,1,0,1,2021.0,4,1,4,2
19691,1,3,6,1,4,0,0,0,1997.0,25,1,1,4
19692,1,3,6,0,4,1,0,1,2020.0,8,1,4,3
19693,1,3,2,0,4,0,0,1,2009.0,4,0,4,1
19694,1,2,4,3,2,0,0,0,2009.0,25,1,1,6
19695,1,0,7,0,3,1,0,0,2002.0,32,0,0,2
19696,1,1,8,3,3,1,1,1,2009.0,25,0,4,6
19697,1,1,8,0,2,0,0,0,2014.0,11,1,1,5
19698,1,2,3,2,3,1,0,1,2009.0,22,0,0,4
19699,1,2,5,1,2,1,1,0,2009.0,4,0,0,2
19700,1,2,4,2,2,1,0,1,2009.0,21,0,2,6
19701,1,1,1,2,4,0,0,1,2009.0,16,1,1,5
19702,1,0,7,0,6,1,0,1,2005.0,25,0,4,3
19703,1,1,8,0,3,1,1,1,2009.0,21,0,3,6
19704,1,3,1,0,2,0,0,1,2009.0,21,0,1,3
19705,1,2,2,0,4,0,0,0,2009.0,8,0,3,5
19706,1,2,4,0,4,1,0,1,2012.0,10,1,1,1
19707,0,1,1,0,3,0,0,1,2009.0,14,0,0,4
19708,1,1,8,0,3,1,0,1,2007.0,25,1,4,2
19709,1,2,6,3,4,0,0,0,2008.0,18,1,1,3
19710,1,2,5,0,2,0,0,1,2021.0,0,0,4,0
19711,1,1,3,3,3,1,0,1,2009.0,14,1,4,5
19712,1,2,0,0,2,1,0,1,2009.0,23,0,2,3
19713,1,3,5,1,1,1,0,0,1997.0,29,1,3,4
19714,1,3,2,0,4,1,0,1,2009.0,23,1,3,2
19715,1,1,0,1,3,1,1,1,2009.0,22,0,4,4
19716,1,3,5,0,2,0,0,0,2009.0,17,0,0,2
19717,1,1,7,0,3,1,0,1,2022.0,0,0,4,0
19718,1,2,3,1,3,0,0,0,2000.0,34,1,1,2
19719,1,2,0,0,2,1,0,1,2009.0,14,0,1,6
19720,1,1,0,0,2,1,0,1,2009.0,17,0,3,6
19721,1,1,4,0,2,1,0,0,2001.0,32,0,0,5
19722,1,3,6,3,3,0,0,0,2009.0,11,0,3,3
19723,1,3,0,1,3,1,0,1,2009.0,25,0,4,5
19724,0,3,5,1,3,1,0,1,2009.0,25,1,3,2
19725,1,2,0,1,4,1,0,1,2009.0,18,0,3,1
19726,1,1,1,0,2,0,0,0,2009.0,22,0,4,2
19727,1,0,0,1,5,1,0,1,2009.0,25,0,4,4
19728,1,2,4,1,3,0,0,1,2009.0,18,0,3,5
19729,1,1,4,3,3,1,0,0,2009.0,18,0,2,6
19730,1,2,2,0,2,1,0,1,2009.0,5,1,4,3
19731,1,2,1,0,3,1,0,1,2009.0,6,0,2,3
19732,1,2,5,1,2,0,0,0,2013.0,23,0,4,1
19733,1,3,3,0,2,1,0,1,2017.0,9,0,3,6
19734,1,3,4,0,4,0,0,1,2009.0,14,1,3,5
19735,1,3,7,1,3,1,0,1,2004.0,27,0,2,3
19736,1,2,0,0,2,0,0,1,2009.0,5,0,2,5
19737,1,2,2,0,2,1,0,1,2009.0,20,0,0,4
19738,1,3,6,0,4,1,1,1,2004.0,17,1,0,4
19739,1,1,0,0,4,1,0,1,2009.0,22,0,0,2
19740,1,1,1,0,4,1,0,1,2009.0,26,0,4,3
19741,1,1,6,0,4,0,0,1,1999.0,34,1,2,6
19742,1,3,3,1,4,1,0,1,2005.0,23,0,4,6
19743,1,3,3,2,3,1,0,1,2007.0,18,0,0,2
19744,1,1,0,1,3,0,0,0,2009.0,24,0,0,6
19745,1,1,8,1,3,1,1,1,1996.0,34,0,4,6
19746,1,1,4,0,2,1,0,1,2006.0,24,1,1,3
19747,1,1,8,0,3,0,0,1,2009.0,27,0,4,3
19748,1,3,7,0,3,0,0,1,1997.0,24,0,2,5
19749,1,2,7,0,4,0,1,1,2007.0,25,1,3,5
19750,1,3,0,0,5,1,0,0,2009.0,4,0,4,1
19751,1,1,8,1,5,1,0,1,2006.0,16,0,3,5
19752,1,3,7,0,4,0,1,1,2007.0,21,0,0,6
19753,1,1,8,1,2,1,0,1,2000.0,27,0,4,5
19754,1,3,4,2,4,1,1,1,2009.0,24,1,4,4
19755,1,1,3,0,4,0,0,1,2012.0,18,0,3,2
19756,1,1,6,0,4,0,0,1,2022.0,6,1,4,2
19757,1,2,7,0,2,1,0,1,2018.0,5,0,0,6
19758,1,1,6,0,2,0,1,1,1998.0,25,0,3,3
19759,1,2,7,0,2,0,1,1,2009.0,21,1,3,4
19760,1,3,7,0,3,0,0,1,2009.0,5,0,3,1
19761,1,3,7,1,2,1,0,1,2009.0,20,1,3,2
19762,1,1,2,0,2,1,0,1,2009.0,30,0,3,3
19763,1,2,6,0,4,0,0,0,2005.0,24,1,4,3
19764,1,3,6,1,4,1,0,0,2009.0,17,0,2,4
19765,1,2,7,0,2,0,0,1,2000.0,24,0,0,5
19766,1,3,6,2,4,0,0,1,2009.0,13,0,4,6
19767,1,2,0,0,2,1,0,0,2009.0,29,0,2,3
19768,1,1,5,0,4,0,0,1,2006.0,19,1,1,4
19769,1,1,4,1,4,0,0,0,2009.0,25,0,4,6
19770,1,2,8,0,2,0,0,1,2003.0,32,1,1,5
19771,1,1,2,0,4,0,0,0,2009.0,27,0,0,6
19772,1,3,0,0,3,0,0,1,2009.0,10,0,0,6
19773,1,3,0,1,3,0,0,1,2009.0,22,0,2,4
19774,1,1,1,0,4,1,1,1,2009.0,0,0,4,0
19775,1,1,7,1,1,1,0,1,2018.0,8,0,4,6
19776,1,3,6,4,4,0,0,1,1999.0,32,0,4,2
19777,1,2,8,1,2,0,1,1,2008.0,23,1,2,3
19778,1,2,0,0,2,0,0,1,2009.0,16,0,1,6
19779,1,1,0,0,2,1,0,0,2009.0,25,0,3,3
19780,1,3,0,2,4,0,0,0,2009.0,23,0,2,4
19781,1,2,6,0,2,1,0,1,2003.0,29,0,4,3
19782,1,1,8,0,4,1,0,1,2020.0,6,0,2,1
19783,1,3,3,1,3,0,0,0,2019.0,5,0,0,3
19784,1,2,6,0,3,0,0,1,2009.0,19,0,3,6
19785,1,1,5,0,3,0,0,0,2020.0,9,0,3,3
19786,1,3,0,1,2,0,0,0,2009.0,10,0,2,4
19787,1,3,5,1,5,1,0,1,2009.0,4,1,1,6
19788,1,3,3,0,4,0,0,1,2013.0,15,0,2,4
19789,1,2,3,0,2,1,0,1,2023.0,0,0,4,0
19790,1,1,6,0,3,0,0,0,2006.0,22,1,3,4
19791,1,3,1,0,4,0,0,1,2009.0,20,0,3,5
19792,1,2,3,0,2,1,0,1,2020.0,5,0,2,3
19793,1,2,0,2,2,1,0,1,2009.0,23,0,4,5
19794,1,1,0,0,3,1,0,1,2009.0,24,0,4,4
19795,1,2,5,1,2,0,0,1,2018.0,5,0,0,1
19796,1,3,1,0,4,1,0,1,2009.0,14,0,3,4
19797,1,3,0,0,2,1,0,1,2009.0,13,0,0,5
19798,1,1,1,0,4,1,1,1,2009.0,7,0,0,2
19799,1,3,0,0,3,1,0,1,2009.0,24,0,2,4
19800,1,1,5,4,3,0,1,1,2009.0,20,0,3,4
19801,1,1,7,0,2,0,0,1,2020.0,4,0,3,2
19802,1,1,8,0,4,0,0,0,2016.0,8,0,3,1
19803,1,3,4,0,2,0,0,1,2009.0,26,0,4,3
19804,1,1,0,0,2,0,0,1,2009.0,33,0,2,3
19805,1,3,1,0,4,0,0,0,2009.0,21,0,4,6
19806,1,2,5,0,2,1,0,0,2003.0,24,1,3,2
19807,1,3,5,0,3,0,0,1,2017.0,11,0,2,6
19808,1,3,3,1,4,1,0,1,2009.0,19,0,2,2
19809,0,1,7,0,2,0,0,1,2015.0,13,0,2,6
19810,1,1,6,0,4,0,0,1,2019.0,9,1,2,5
19811,1,1,4,0,3,1,0,1,1999.0,25,1,0,3
19812,1,3,6,0,4,0,0,0,2006.0,28,1,0,6
19813,1,1,6,3,4,0,0,0,2018.0,5,0,4,2
19814,1,2,0,1,2,0,0,0,2009.0,17,0,0,5
19815,1,3,1,0,3,1,0,0,2009.0,5,0,4,3
19816,1,3,1,0,5,1,0,0,2009.0,12,0,2,3
19817,1,1,7,0,4,1,0,1,1997.0,26,0,2,4
19818,1,3,1,1,4,1,0,1,2009.0,0,0,4,0
19819,1,1,5,1,4,0,0,1,2009.0,11,1,2,2
19820,1,2,5,3,2,1,0,1,1999.0,29,1,3,3
19821,1,2,5,0,3,1,0,1,2013.0,11,1,4,2
19822,1,1,4,0,2,0,0,0,2016.0,6,1,1,3
19823,1,1,0,3,1,1,0,1,2009.0,24,0,3,3
19824,0,1,7,3,3,1,0,1,2009.0,27,1,0,2
19825,1,1,5,1,3,0,0,1,2020.0,6,0,2,3
19826,1,3,3,1,4,0,0,1,2022.0,5,0,2,2
19827,1,3,3,0,5,0,0,1,2003.0,25,0,3,5
19828,1,1,5,1,4,0,0,0,1998.0,30,1,1,3
19829,1,1,4,3,4,0,0,1,2009.0,11,1,2,4
19830,1,1,4,0,4,0,1,1,2000.0,28,1,1,6
19831,1,3,8,1,2,1,0,1,2006.0,17,0,0,4
19832,1,3,4,2,5,0,0,0,2020.0,4,0,4,3
19833,1,1,5,0,3,1,0,1,2019.0,5,0,4,3
19834,1,3,0,0,4,1,0,0,2009.0,5,0,4,1
19835,1,3,6,0,4,1,0,1,2009.0,12,0,3,4
19836,1,3,1,0,4,0,0,0,2009.0,22,0,1,3
19837,1,3,3,0,2,1,0,0,2019.0,6,0,4,1
19838,1,2,2,3,2,0,0,1,2009.0,14,0,2,2
19839,1,1,4,0,2,1,0,1,2012.0,17,0,3,3
19840,1,1,7,1,3,1,0,1,2001.0,21,0,3,4
19841,0,3,6,0,4,0,0,0,2011.0,18,0,0,5
19842,1,1,1,0,2,0,0,1,2009.0,6,0,1,5
19843,1,1,5,1,2,1,0,1,2002.0,22,0,0,4
19844,1,3,8,0,4,1,0,1,2009.0,4,0,3,2
19845,1,1,5,0,3,1,0,1,2009.0,0,0,4,0
19846,1,0,8,1,2,1,0,1,2011.0,15,1,2,6
19847,1,2,8,0,2,1,0,0,2009.0,24,0,3,4
19848,1,1,1,1,2,0,0,1,2009.0,9,0,2,2
19849,1,1,3,1,4,0,0,0,2006.0,26,0,4,6
19850,1,3,8,1,2,0,0,1,2023.0,0,0,4,0
19851,1,1,8,0,2,1,1,1,2008.0,19,0,3,2
19852,1,3,3,1,3,1,0,1,1996.0,27,0,4,6
19853,1,1,6,0,3,1,0,0,2001.0,35,0,0,4
19854,1,1,2,0,2,1,0,1,2009.0,25,1,3,3
19855,1,1,6,0,2,1,0,1,1996.0,15,1,0,5
19856,1,3,3,0,3,0,0,0,2001.0,16,1,1,6
19857,1,2,4,0,2,0,0,0,2019.0,6,1,0,3
19858,1,1,8,0,4,1,0,1,2009.0,23,1,0,3
19859,1,1,7,4,3,1,0,1,1999.0,25,0,0,4
19860,1,2,8,0,2,1,0,0,2009.0,13,1,1,6
19861,1,2,4,1,2,0,0,0,2009.0,22,0,2,3
19862,1,3,6,2,2,1,0,1,2009.0,4,0,2,2
19863,1,1,7,0,2,0,0,0,2000.0,38,1,0,6
19864,1,2,5,0,2,1,0,1,2009.0,4,0,4,3
19865,1,2,7,1,2,1,1,1,2012.0,20,0,0,1
19866,1,3,6,1,4,1,0,0,2005.0,27,0,2,3
19867,1,1,8,0,4,0,1,1,2017.0,9,0,4,6
19868,1,1,5,3,3,1,0,1,2009.0,11,0,3,2
19869,1,1,5,0,1,0,0,1,2009.0,25,0,0,2
19870,1,2,5,1,3,0,0,0,2003.0,28,0,2,4
19871,0,3,0,0,2,1,0,0,2009.0,10,0,2,6
19872,1,1,5,0,2,0,1,1,2016.0,18,0,4,3
19873,1,3,0,0,4,1,0,1,2009.0,12,0,2,2
19874,1,1,1,0,3,1,0,1,2009.0,34,0,1,5
19875,1,1,1,2,4,0,0,0,2009.0,7,0,2,2
19876,1,3,1,0,7,1,0,1,2009.0,39,0,3,2
19877,1,1,4,0,4,0,0,0,2009.0,15,1,3,5
19878,1,3,6,0,4,0,0,1,2009.0,25,0,3,3
19879,1,3,2,0,4,1,0,0,2009.0,10,0,1,5
19880,1,3,4,5,5,1,0,0,2009.0,14,0,3,2
19881,1,3,5,0,3,1,1,1,2009.0,5,1,1,2
19882,1,1,7,2,2,0,0,0,2012.0,18,1,2,4
19883,1,2,1,0,2,1,0,1,2009.0,17,0,1,3
19884,1,1,8,0,4,1,1,1,2010.0,18,0,0,4
19885,1,3,1,0,4,1,0,1,2009.0,13,0,1,2
19886,1,2,0,2,2,1,0,1,2009.0,6,0,4,3
19887,1,1,6,2,4,0,0,1,2000.0,20,0,0,2
19888,1,3,4,0,4,1,0,1,2002.0,25,1,1,5
19889,1,1,5,4,2,0,0,1,2013.0,18,1,2,4
19890,1,2,7,1,2,1,0,0,2018.0,6,1,1,2
19891,1,1,3,0,3,0,0,0,2020.0,7,0,4,1
19892,1,3,3,0,2,1,0,0,2019.0,5,0,0,1
19893,1,1,0,1,4,0,0,1,2009.0,19,0,1,1
19894,1,3,6,0,3,0,0,1,2002.0,38,0,3,2
19895,1,3,8,2,4,0,0,0,2009.0,7,1,1,2
19896,1,2,4,3,2,0,0,0,2009.0,21,1,1,4
19897,1,3,2,0,3,1,0,0,2009.0,23,0,2,2
19898,1,3,0,2,2,1,1,1,2009.0,7,0,2,3
19899,1,3,6,0,4,0,1,1,2009.0,25,0,0,5
19900,1,1,6,0,3,0,0,0,1999.0,26,0,3,4
19901,1,1,8,1,2,1,1,1,2021.0,6,1,4,2
19902,1,2,5,0,3,1,0,1,2007.0,15,0,3,4
19903,1,3,1,0,4,0,0,0,2009.0,9,0,0,2
19904,1,1,7,2,2,0,0,0,2009.0,0,0,4,0
19905,1,1,1,1,3,1,0,1,2009.0,23,0,0,3
19906,1,2,6,0,2,0,0,0,2008.0,17,0,2,2
19907,1,3,2,0,2,1,0,0,2009.0,33,1,4,6
19908,1,3,8,0,1,0,0,1,1999.0,32,0,0,6
19909,1,1,2,0,3,0,0,1,2009.0,5,0,3,5
19910,1,2,4,0,2,0,0,0,2005.0,29,1,3,4
19911,1,2,1,0,3,0,0,0,2009.0,18,0,3,5
19912,1,3,4,0,2,1,0,1,2019.0,9,1,2,4
19913,1,1,7,3,2,0,0,1,2009.0,6,1,4,2
19914,1,1,5,0,3,0,0,1,2005.0,30,0,0,5
19915,1,1,6,2,4,0,0,1,1998.0,31,1,4,3
19916,1,1,6,0,3,1,0,1,2013.0,17,1,2,4
19917,1,1,6,0,6,1,0,1,2007.0,23,0,0,4
19918,1,2,6,0,2,1,0,1,1997.0,26,0,3,2
19919,1,3,4,1,2,0,0,1,2016.0,9,0,0,5
19920,1,3,3,4,4,1,0,1,2009.0,23,0,0,5
19921,0,1,3,1,2,1,0,0,2005.0,30,1,1,2
19922,0,1,0,0,2,1,0,1,2009.0,23,0,3,5
19923,1,1,6,0,2,1,0,0,2018.0,6,1,0,5
19924,1,3,7,0,4,0,0,0,2013.0,10,1,1,2
19925,1,1,1,0,2,0,0,1,2009.0,10,0,2,2
19926,1,3,7,0,4,1,0,1,2003.0,25,1,1,4
19927,1,3,4,0,2,1,0,1,2019.0,4,1,3,2
19928,1,2,0,0,1,1,0,1,2009.0,18,0,2,6
19929,1,3,4,0,4,0,0,0,2022.0,0,0,4,0
19930,1,1,8,0,4,1,0,1,1999.0,28,0,2,2
19931,1,3,1,3,4,0,0,0,2009.0,12,0,4,5
19932,0,1,4,0,3,1,0,1,2002.0,24,0,0,3
19933,1,1,5,2,4,1,0,1,2005.0,19,0,4,3
19934,1,1,1,0,2,1,1,1,2009.0,22,0,4,5
19935,1,2,0,3,2,0,0,1,2009.0,4,0,3,4
19936,1,3,4,0,3,1,0,1,2008.0,20,0,4,4
19937,1,1,5,1,3,0,0,1,2006.0,18,0,3,3
19938,1,3,0,0,4,1,0,0,2009.0,27,0,0,5
19939,1,3,1,0,3,1,0,1,2009.0,5,0,0,1
19940,1,1,7,0,3,1,0,0,2020.0,6,0,3,1
19941,1,2,7,1,2,1,0,0,2009.0,17,0,4,4
19942,1,3,6,0,4,0,0,1,2008.0,23,1,1,2
19943,1,1,6,2,2,1,0,1,2012.0,17,1,0,6
19944,0,1,3,0,2,1,0,1,2012.0,9,0,2,5
19945,1,1,8,1,2,0,0,0,2009.0,15,1,0,6
19946,0,3,0,1,4,1,0,1,2009.0,5,0,4,1
19947,1,1,8,0,2,1,0,0,2009.0,19,1,1,5
19948,1,1,1,2,2,0,0,1,2009.0,26,0,0,6
19949,1,1,4,0,3,1,1,1,2010.0,13,1,3,3
19950,1,1,1,0,2,0,0,0,2009.0,25,0,1,2
19951,1,2,1,0,2,1,1,1,2009.0,23,0,2,6
19952,0,1,3,0,2,0,0,1,2009.0,16,1,0,2
19953,1,1,7,0,2,1,0,1,2022.0,0,0,4,0
19954,1,1,7,0,2,0,0,0,2004.0,25,1,1,6
19955,1,1,6,1,2,0,0,0,2006.0,33,0,3,3
19956,1,2,1,4,2,1,0,1,2009.0,22,1,2,5
19957,1,3,5,1,5,0,0,0,1999.0,34,0,4,5
19958,1,1,1,2,4,0,0,0,2009.0,16,0,2,5
19959,1,1,7,1,4,0,1,1,2006.0,35,1,1,4
19960,1,2,3,1,4,0,1,1,2006.0,23,1,4,5
19961,1,3,6,1,4,1,0,1,2009.0,24,0,0,5
19962,1,1,6,0,2,1,0,1,2011.0,25,0,0,5
19963,1,1,4,0,4,0,0,1,2007.0,17,0,0,6
19964,0,1,0,0,4,1,0,1,2009.0,5,0,4,4
19965,1,2,8,0,4,0,0,0,2002.0,22,1,1,6
19966,1,3,5,1,4,0,0,0,2013.0,9,0,0,2
19967,1,3,0,0,4,1,0,0,2009.0,17,0,3,5
19968,1,3,3,0,2,0,0,0,2001.0,29,0,2,2
19969,1,2,2,2,3,1,0,0,2009.0,9,0,0,6
19970,1,3,0,0,3,0,0,0,2009.0,12,0,4,1
19971,1,3,6,0,2,1,0,0,2005.0,24,1,1,4
19972,1,1,1,1,3,0,0,1,2009.0,10,0,4,4
19973,1,1,6,0,3,0,0,1,2002.0,24,1,0,5
19974,1,1,7,0,4,1,1,1,2014.0,15,0,4,4
19975,0,1,8,0,4,1,0,1,2000.0,22,0,0,3
19976,1,2,4,0,2,0,0,0,2018.0,5,0,2,1
19977,1,2,6,0,3,1,0,0,2020.0,6,1,0,2
19978,1,3,5,0,6,1,1,1,2006.0,25,1,1,5
19979,1,2,5,1,2,0,0,0,2017.0,14,0,0,1
19980,1,1,6,0,4,0,0,0,2016.0,14,0,3,1
19981,1,3,2,0,4,1,0,1,2009.0,7,0,3,4
19982,1,3,6,0,2,1,0,1,2005.0,24,1,3,4
19983,1,1,6,2,2,1,0,1,2009.0,14,0,3,2
19984,1,1,1,0,2,1,0,0,2009.0,12,0,3,1
19985,1,0,1,3,3,1,0,1,2009.0,19,0,0,5
19986,1,1,1,0,4,1,0,0,2009.0,16,0,0,3
19987,1,3,8,0,4,0,0,0,2018.0,12,0,3,3
19988,1,2,6,2,1,1,1,1,2009.0,20,0,0,3
19989,1,1,1,1,4,0,0,1,2009.0,20,1,1,3
19990,1,3,5,0,2,1,0,1,2009.0,18,1,0,4
19991,1,2,4,0,4,0,0,0,2009.0,27,0,3,4
19992,1,1,8,3,4,0,0,0,2009.0,12,1,2,4
19993,1,3,3,0,4,0,0,0,2008.0,19,0,2,4
