Ware_house_ID,WH_Manager_ID,Location_type,WH_capacity_size,zone,WH_regional_zone,num_refill_req_l3m,transport_issue_l1y,Competitor_in_mkt,retail_shop_num,wh_owner_type,distributor_num,flood_impacted,flood_proof,electric_supply,dist_from_hub,workers_num,wh_est_year,storage_issue_reported_l3m,temp_reg_mach,approved_wh_govt_certificate,wh_breakdown_l3m,govt_check_l3m,product_wg_ton
WH_115016,EID_65016,Rural,Large,North,Zone 6,0,0,3,6209,Company Owned,58,0,0,0,71,23,,4,0,C,2,29,5135
WH_115017,EID_65017,Rural,Large,North,Zone 6,3,0,2,6288,Company Owned,65,0,0,0,128,38,2008,17,0,A,4,23,22057
WH_115018,EID_65018,Rural,Mid,North,Zone 2,8,0,4,5097,Company Owned,55,0,0,1,269,35,,12,1,A+,4,22,15099
WH_115019,EID_65019,Urban,Small,West,Zone 1,6,0,5,6676,Rented,39,0,0,0,112,29,2009,15,0,B+,3,30,19061
WH_115020,EID_65020,Rural,Mid,North,Zone 4,6,0,2,3856,Company Owned,16,0,0,1,101,39,2003,24,1,B+,4,26,31138
WH_115021,EID_65021,Rural,Mid,South,Zone 4,3,3,2,4851,Rented,51,0,0,0,110,14,,25,1,B,6,20,30112
WH_115022,EID_65022,Rural,Large,South,Zone 6,5,0,3,6838,Rented,36,0,0,1,205,39,2009,20,0,C,3,29,25090
WH_115023,EID_65023,Rural,Mid,West,Zone 4,6,3,4,4500,Company Owned,55,0,0,1,78,28,,11,0,B,1,11,12150
WH_115024,EID_65024,Rural,Large,West,Zone 5,1,0,4,5584,Rented,30,0,0,1,149,45,,5,0,A,1,10,7117
WH_115025,EID_65025,Rural,Large,North,Zone 6,3,0,2,5888,Company Owned,49,0,0,1,152,25,2018,10,0,A,1,28,13134
WH_115026,EID_65026,Rural,Large,North,Zone 6,7,3,2,5361,Rented,18,0,0,0,100,22,2001,27,0,A,2,28,35148
WH_115027,EID_65027,Rural,Large,West,Zone 6,1,1,4,5576,Company Owned,47,0,0,0,248,23,,26,0,B,6,23,32077
WH_115028,EID_65028,Rural,Mid,North,Zone 4,7,3,4,5247,Company Owned,57,0,0,1,172,22,2012,20,1,B+,3,26,25065
WH_115029,EID_65029,Rural,Large,North,Zone 5,1,0,3,5799,Rented,70,0,0,1,96,25,,18,0,C,5,24,24070
WH_115030,EID_65030,Rural,Large,North,Zone 6,8,0,3,6564,Rented,18,0,0,1,269,28,2021,0,0,NA,0,28,4135
WH_115031,EID_65031,Rural,Mid,North,Zone 2,1,0,2,6914,Company Owned,41,0,0,0,260,22,,14,0,B+,5,1,16137
WH_115032,EID_65032,Rural,Mid,South,Zone 4,1,0,3,5064,Rented,54,0,0,0,205,36,,38,0,B+,3,26,47115
WH_115033,EID_65033,Rural,Large,North,Zone 6,8,0,2,6368,Rented,29,0,0,1,148,28,1996,25,0,B,5,6,29080
WH_115034,EID_65034,Rural,Large,South,Zone 5,4,0,2,4072,Company Owned,60,0,0,1,171,22,,16,1,B+,2,25,19077
WH_115035,EID_65035,Rural,Mid,West,Zone 4,7,1,3,4013,Rented,52,0,0,1,62,24,,4,0,B,3,26,5056
WH_115036,EID_65036,Urban,Mid,West,Zone 3,3,3,3,4098,Company Owned,47,0,0,1,242,26,,4,0,C,3,19,5140
WH_115037,EID_65037,Rural,Mid,South,Zone 3,4,1,2,4779,Company Owned,51,0,0,1,101,25,,21,1,A+,6,19,27131
WH_115038,EID_65038,Rural,Large,West,Zone 6,5,0,3,3513,Rented,60,0,0,0,197,26,,4,1,C,1,6,5058
WH_115039,EID_65039,Rural,Small,West,Zone 6,3,1,6,4199,Rented,50,1,0,0,153,45,,5,0,B+,6,15,6127
WH_115040,EID_65040,Rural,Small,South,Zone 6,4,0,2,4642,Company Owned,49,0,0,1,108,38,2019,6,0,C,2,9,8101
WH_115041,EID_65041,Rural,Large,North,Zone 6,6,1,3,3691,Company Owned,46,0,0,1,93,22,2020,6,1,C,2,6,8090
WH_115042,EID_65042,Rural,Large,North,Zone 6,3,0,2,4476,Rented,41,0,0,0,229,27,1998,24,1,B,2,28,31097
WH_115043,EID_65043,Rural,Mid,West,Zone 3,3,0,3,5086,Rented,23,0,0,0,84,15,2001,26,1,A+,4,19,36055
WH_115044,EID_65044,Rural,Small,South,Zone 1,3,1,4,6718,Company Owned,59,0,0,0,236,37,,4,1,C,1,31,6107
WH_115045,EID_65045,Rural,Large,North,Zone 6,8,0,4,3100,Company Owned,35,0,0,1,106,27,2004,25,1,C,3,28,32056
WH_115046,EID_65046,Rural,Large,North,Zone 6,2,2,2,5818,Rented,38,0,0,0,175,15,,19,0,B+,4,23,21111
WH_115047,EID_65047,Rural,Mid,North,Zone 4,5,0,4,3911,Company Owned,62,0,0,0,195,27,2016,8,0,C,5,26,10060
WH_115048,EID_65048,Rural,Large,West,Zone 6,7,0,2,6083,Company Owned,47,0,0,1,264,37,2002,26,1,A,6,6,34146
WH_115049,EID_65049,Urban,Large,North,Zone 6,6,1,2,4250,Rented,43,0,0,0,239,18,,21,0,B,6,23,25103
WH_115050,EID_65050,Rural,Mid,South,Zone 2,8,0,2,4178,Rented,63,0,0,1,234,29,2016,9,1,A+,2,32,13119
WH_115051,EID_65051,Rural,Mid,West,Zone 3,4,4,4,7835,Rented,61,0,0,1,226,33,,6,1,A,6,27,8089
WH_115052,EID_65052,Rural,Large,North,Zone 5,0,2,4,5742,Rented,51,0,0,1,74,29,,15,0,B,5,17,18097
WH_115053,EID_65053,Rural,Mid,West,Zone 4,5,1,4,5440,Company Owned,52,1,0,1,205,28,1997,29,0,B,4,26,35141
WH_115054,EID_65054,Rural,Small,North,Zone 6,5,0,2,4347,Company Owned,43,0,0,1,119,34,2006,31,0,B,3,8,39099
WH_115055,EID_65055,Rural,Large,North,Zone 5,2,0,3,5897,Company Owned,26,0,0,0,145,26,,26,1,A+,3,25,37108
WH_115056,EID_65056,Rural,Large,North,Zone 6,8,1,3,5794,Company Owned,24,0,0,1,67,34,,5,1,C,1,6,6141
WH_115057,EID_65057,Rural,Mid,North,Zone 4,5,0,2,4817,Rented,44,1,0,1,207,53,2009,16,1,A+,2,26,22115
WH_115058,EID_65058,Rural,Small,West,Zone 1,5,4,4,5326,Company Owned,32,0,0,0,213,25,2016,12,0,A,3,3,16131
WH_115059,EID_65059,Rural,Mid,North,Zone 4,0,5,3,4927,Company Owned,19,0,0,1,106,29,,11,0,B+,4,26,13099
WH_115060,EID_65060,Rural,Small,West,Zone 6,8,0,3,4188,Company Owned,22,0,0,1,258,28,1999,27,0,B,6,15,32088
WH_115061,EID_65061,Rural,Large,North,Zone 6,3,1,2,4515,Company Owned,26,0,0,1,166,36,2013,10,1,A+,6,23,14103
WH_115062,EID_65062,Rural,Mid,West,Zone 2,7,1,4,4996,Company Owned,61,1,0,1,122,40,2005,26,0,B,2,12,31079
WH_115063,EID_65063,Rural,Mid,West,Zone 2,4,1,3,5765,Company Owned,35,0,0,1,230,28,2012,15,0,B+,4,12,18094
WH_115064,EID_65064,Rural,Mid,North,Zone 4,7,1,4,6061,Company Owned,20,0,0,1,212,28,,21,0,B+,5,26,25076
WH_115065,EID_65065,Rural,Mid,West,Zone 2,1,0,3,4849,Company Owned,28,0,0,1,145,33,,24,0,B,3,1,28079
WH_115066,EID_65066,Rural,Large,West,Zone 5,1,0,3,5798,Company Owned,64,0,0,1,208,25,,17,0,B+,5,24,21065
WH_115067,EID_65067,Rural,Small,West,Zone 1,6,0,2,5465,Company Owned,28,1,0,1,216,15,2017,6,0,C,3,30,8110
WH_115068,EID_65068,Rural,Small,West,Zone 6,2,2,3,4390,Company Owned,24,0,0,1,186,27,,4,1,C,2,9,5081
WH_115069,EID_65069,Rural,Large,South,Zone 5,3,0,3,5368,Company Owned,32,0,0,1,112,28,2006,25,1,A+,3,14,32112
WH_115070,EID_65070,Rural,Large,North,Zone 6,8,3,4,5078,Rented,36,0,0,1,192,,,18,0,A,6,29,23074
WH_115071,EID_65071,Rural,Large,South,Zone 6,7,1,3,4276,Rented,51,0,0,1,92,42,2004,34,1,B+,5,29,41090
WH_115072,EID_65072,Rural,Mid,South,Zone 3,1,0,3,4167,Company Owned,36,0,0,1,219,48,,25,0,C,5,19,31090
WH_115073,EID_65073,Rural,Large,West,Zone 5,3,0,3,4420,Rented,54,0,0,0,159,19,1999,30,0,B+,6,5,37149
WH_115074,EID_65074,Rural,Mid,West,Zone 4,3,0,3,5787,Company Owned,69,1,0,1,164,40,,6,0,A,1,26,8094
WH_115075,EID_65075,Rural,Large,North,Zone 6,4,0,4,3505,Company Owned,54,0,0,1,61,32,2008,20,0,B,6,28,23092
WH_115076,EID_65076,Rural,Large,North,Zone 6,4,0,2,7563,Company Owned,56,0,0,0,152,31,2001,35,1,A+,6,28,49149
WH_115077,EID_65077,Rural,Mid,West,Zone 2,5,0,6,5150,Company Owned,39,0,0,1,117,44,2007,36,1,A+,4,12,48110
WH_115078,EID_65078,Urban,Mid,North,Zone 4,5,0,4,5301,Company Owned,30,0,0,0,256,24,1999,28,1,A,2,26,39146
WH_115079,EID_65079,Rural,Large,West,Zone 5,7,0,4,5049,Company Owned,43,0,0,1,174,24,1996,27,0,B,5,14,32083
WH_115080,EID_65080,Rural,Mid,West,Zone 3,4,0,3,4105,Rented,26,0,0,0,160,15,2013,13,0,A,6,19,17110
WH_115081,EID_65081,Rural,Mid,South,Zone 3,8,0,3,4085,Rented,26,0,1,1,157,,2014,13,1,B,3,19,15110
WH_115082,EID_65082,Urban,Mid,West,Zone 4,4,0,4,4187,Company Owned,30,0,0,0,99,28,2013,21,0,B,4,26,26105
WH_115083,EID_65083,Rural,Mid,North,Zone 2,7,0,3,4370,Company Owned,63,0,0,1,107,29,2019,5,1,A+,1,12,7099
WH_115084,EID_65084,Rural,Small,West,Zone 1,7,3,7,3982,Company Owned,37,1,1,1,96,28,,15,1,B,1,3,18145
WH_115085,EID_65085,Rural,Large,North,Zone 6,5,0,3,4550,Rented,70,0,1,1,119,32,2017,12,1,A+,1,23,18094
WH_115086,EID_65086,Rural,Mid,West,Zone 4,1,3,4,4524,Rented,52,0,0,1,98,30,,26,0,A,2,26,32143
WH_115087,EID_65087,Rural,Large,North,Zone 5,8,0,3,6424,Rented,46,1,0,1,75,37,2008,23,0,B+,5,24,29102
WH_115088,EID_65088,Rural,Small,North,Zone 1,6,3,5,4295,Company Owned,59,0,0,1,178,,,23,0,A,2,21,29094
WH_115089,EID_65089,Rural,Mid,North,Zone 2,3,0,3,5277,Company Owned,27,0,0,1,271,42,1998,24,0,B,2,12,30109
WH_115090,EID_65090,Rural,Mid,North,Zone 3,2,0,3,5125,Rented,63,0,0,0,84,24,,38,0,C,6,19,52060
WH_115091,EID_65091,Rural,Mid,West,Zone 3,8,0,4,4438,Rented,63,0,0,0,184,23,2004,30,0,A,6,19,40094
WH_115092,EID_65092,Rural,Large,North,Zone 6,6,2,2,4471,Company Owned,35,0,0,1,170,38,,15,0,B+,2,23,17055
WH_115093,EID_65093,Urban,Small,South,Zone 6,1,1,4,4556,Rented,49,0,0,0,261,28,,23,0,B,2,2,28092
WH_115094,EID_65094,Rural,Large,North,Zone 6,2,0,2,5697,Rented,30,0,0,0,162,17,,19,0,A+,6,23,26088
WH_115095,EID_65095,Rural,Large,North,Zone 6,1,0,2,4860,Company Owned,59,1,0,1,74,23,,21,0,C,2,23,28079
WH_115096,EID_65096,Rural,Large,North,Zone 6,1,0,4,6957,Company Owned,28,0,0,0,63,28,,22,0,A,3,7,28059
WH_115097,EID_65097,Rural,Mid,South,Zone 4,5,1,2,4255,Company Owned,16,0,0,1,152,32,,5,0,B+,5,26,6103
WH_115098,EID_65098,Rural,Large,North,Zone 5,7,0,2,5025,Company Owned,59,0,0,1,142,35,2014,15,1,A+,5,25,23074
WH_115099,EID_65099,Rural,Small,West,Zone 1,2,2,4,4767,Company Owned,42,1,0,1,88,28,,4,0,A,5,21,6071
WH_115100,EID_65100,Rural,Mid,West,Zone 4,0,0,2,6112,Company Owned,54,0,0,0,184,26,,0,0,NA,0,11,3117
WH_115101,EID_65101,Rural,Small,East,Zone 1,6,0,3,5182,Company Owned,50,0,0,0,59,22,,4,1,C,3,31,5060
WH_115102,EID_65102,Rural,Small,North,Zone 1,7,3,2,3763,Company Owned,40,0,0,1,244,37,2021,0,0,NA,0,16,6060
WH_115103,EID_65103,Urban,Large,North,Zone 6,3,1,3,5707,Company Owned,60,0,0,0,117,40,,23,0,A,4,6,29096
WH_115104,EID_65104,Rural,Large,North,Zone 5,2,0,4,4929,Company Owned,25,0,0,1,77,28,,25,0,A,3,5,31095
WH_115105,EID_65105,Rural,Mid,North,Zone 3,0,0,3,4569,Company Owned,57,0,0,1,204,27,,7,0,C,2,27,8118
WH_115106,EID_65106,Rural,Small,West,Zone 6,2,2,5,4713,Rented,59,0,0,0,98,31,,20,0,C,5,9,25088
WH_115107,EID_65107,Rural,Large,North,Zone 5,7,0,4,4402,Rented,46,0,0,0,148,18,2000,22,0,B,6,24,25075
WH_115108,EID_65108,Rural,Small,South,Zone 6,6,5,3,5233,Rented,32,0,0,0,268,29,,17,1,A,6,9,22121
WH_115109,EID_65109,Rural,Mid,South,Zone 2,6,0,2,4806,Rented,43,0,0,0,141,21,1999,34,0,A,5,12,44073
WH_115110,EID_65110,Rural,Large,West,Zone 5,3,0,3,5391,Rented,42,0,0,1,205,33,2001,15,1,A+,2,24,20115
WH_115111,EID_65111,Rural,Small,West,Zone 1,7,0,3,6494,Company Owned,33,0,0,1,204,29,2009,16,0,B,4,30,20082
WH_115112,EID_65112,Rural,Mid,West,Zone 2,3,1,2,6342,Company Owned,44,0,0,1,154,36,2021,5,0,B+,1,12,6131
WH_115113,EID_65113,Rural,Large,North,Zone 5,1,0,4,4739,Company Owned,21,0,0,1,108,31,,27,0,B+,2,17,34065
WH_115114,EID_65114,Urban,Large,North,Zone 5,6,0,3,5733,Rented,48,0,0,0,169,26,,19,1,B+,3,24,22113
WH_115115,EID_65115,Rural,Mid,West,Zone 4,6,3,3,8946,Company Owned,27,0,0,1,125,29,,25,1,C,4,26,33119
WH_115116,EID_65116,Rural,Large,West,Zone 5,0,0,4,4232,Company Owned,55,0,0,1,133,36,,19,0,A+,4,10,26093
WH_115117,EID_65117,Rural,Large,North,Zone 6,6,3,3,5016,Company Owned,37,0,0,1,228,44,,16,1,B+,2,28,19108
WH_115118,EID_65118,Rural,Large,North,Zone 5,8,0,2,6949,Rented,67,0,0,0,127,,2018,5,0,B+,2,14,6085
WH_115119,EID_65119,Rural,Mid,North,Zone 2,4,0,4,4367,Company Owned,63,0,0,1,240,36,2012,21,0,C,3,12,27089
WH_115120,EID_65120,Rural,Small,North,Zone 6,7,1,3,4220,Rented,35,0,0,0,208,18,2004,31,1,A,2,9,41071
WH_115121,EID_65121,Rural,Small,South,Zone 6,7,0,2,6201,Company Owned,42,0,0,0,202,27,,4,1,C,2,15,5106
WH_115122,EID_65122,Rural,Mid,North,Zone 3,1,0,4,5508,Company Owned,52,0,0,1,86,25,,27,0,C,6,27,37065
WH_115123,EID_65123,Rural,Mid,West,Zone 3,3,2,5,4575,Company Owned,53,0,0,0,128,22,,14,0,A,5,19,18145
WH_115124,EID_65124,Rural,Large,North,Zone 6,3,0,3,4240,Company Owned,51,0,0,0,158,24,2008,19,0,C,6,28,26063
WH_115125,EID_65125,Rural,Mid,West,Zone 4,0,1,5,3645,Rented,66,0,0,0,227,29,,28,0,A+,6,26,36087
WH_115126,EID_65126,Rural,Large,West,Zone 6,4,2,4,2880,Rented,29,0,0,0,268,34,2000,30,1,B+,4,23,36149
WH_115127,EID_65127,Rural,Small,South,Zone 1,1,2,2,5199,Rented,32,0,0,1,70,29,,4,0,C,2,21,5145
WH_115128,EID_65128,Rural,Large,South,Zone 5,1,0,2,4491,Rented,48,0,0,1,151,35,,26,0,A,6,14,33093
WH_115129,EID_65129,Rural,Mid,North,Zone 2,6,1,3,6491,Rented,30,0,0,1,126,44,2015,15,0,B+,2,12,18098
WH_115130,EID_65130,Rural,Small,South,Zone 1,5,2,5,4837,Company Owned,29,1,1,1,124,22,,14,1,B+,2,21,17088
WH_115131,EID_65131,Rural,Large,North,Zone 6,8,4,4,5006,Rented,25,0,0,1,57,24,2001,22,0,A,6,29,29137
WH_115132,EID_65132,Rural,Mid,South,Zone 4,6,1,2,7581,Company Owned,37,0,0,1,203,38,,13,0,B+,3,26,16098
WH_115133,EID_65133,Rural,Mid,North,Zone 3,7,1,2,6196,Rented,69,0,0,0,265,16,,0,0,NA,0,27,3143
WH_115134,EID_65134,Rural,Mid,West,Zone 3,5,0,5,2828,Rented,19,0,0,1,178,,2014,18,1,A+,1,19,26055
WH_115135,EID_65135,Rural,Large,West,Zone 6,7,0,4,4060,Company Owned,52,0,0,1,160,28,2018,5,0,C,3,6,6138
WH_115136,EID_65136,Rural,Large,South,Zone 5,6,0,4,4572,Company Owned,37,0,0,1,186,18,1997,29,0,B,6,14,36100
WH_115137,EID_65137,Rural,Large,West,Zone 5,0,4,4,3832,Rented,15,0,0,0,80,21,,23,0,C,3,10,28063
WH_115138,EID_65138,Urban,Large,North,Zone 6,0,0,2,4552,Rented,70,0,0,0,89,24,,15,0,B,2,6,19137
WH_115139,EID_65139,Rural,Mid,South,Zone 3,7,0,2,3776,Company Owned,61,0,0,1,112,23,2021,4,1,B+,1,19,5146
WH_115140,EID_65140,Rural,Large,North,Zone 6,3,1,4,4425,Company Owned,62,1,0,1,184,27,1998,32,0,C,6,6,41147
WH_115141,EID_65141,Urban,Large,West,Zone 6,2,0,4,4952,Rented,67,0,0,0,150,18,,12,0,C,3,6,17124
WH_115142,EID_65142,Rural,Small,South,Zone 1,8,0,4,3732,Rented,66,0,0,0,260,24,1996,25,0,B,2,16,31109
WH_115143,EID_65143,Rural,Small,South,Zone 1,7,1,2,3541,Company Owned,36,0,0,1,93,31,1998,32,1,B+,5,21,39079
WH_115144,EID_65144,Rural,Mid,West,Zone 2,0,1,6,5373,Company Owned,28,0,0,0,177,22,,15,0,C,2,12,19142
WH_115145,EID_65145,Rural,Mid,South,Zone 4,7,0,2,5175,Company Owned,68,0,0,1,68,23,,26,1,A+,5,26,35098
WH_115146,EID_65146,Rural,Large,North,Zone 6,0,0,2,6050,Rented,60,0,0,0,183,37,,18,0,A,3,29,22084
WH_115147,EID_65147,Rural,Mid,East,Zone 3,4,2,4,5682,Rented,32,0,0,0,271,19,,4,0,B+,3,27,5118
WH_115148,EID_65148,Rural,Mid,South,Zone 2,0,2,2,5272,Company Owned,38,0,0,1,79,34,,16,0,A+,3,32,20084
WH_115149,EID_65149,Rural,Mid,North,Zone 3,1,0,2,5960,Company Owned,47,0,1,1,145,33,,12,0,C,6,27,15107
WH_115150,EID_65150,Rural,Large,South,Zone 6,0,0,4,4202,Rented,50,0,0,0,250,32,,7,0,C,2,29,9142
WH_115151,EID_65151,Rural,Large,West,Zone 6,2,0,2,5465,Rented,63,1,0,1,138,24,,18,0,A,3,6,23123
WH_115152,EID_65152,Urban,Large,North,Zone 6,7,0,3,4467,Rented,31,0,0,0,140,18,1999,29,1,B,4,23,38109
WH_115153,EID_65153,Rural,Large,South,Zone 5,5,0,2,4334,Rented,32,0,0,0,201,31,2019,5,1,A,3,10,6083
WH_115154,EID_65154,Rural,Mid,North,Zone 3,4,0,3,5308,Company Owned,26,0,0,1,173,23,2008,18,1,A+,6,27,23105
WH_115155,EID_65155,Rural,Small,North,Zone 1,5,0,2,4487,Rented,66,0,0,0,243,19,2021,0,0,NA,0,30,7083
WH_115156,EID_65156,Rural,Mid,West,Zone 4,3,0,4,4065,Rented,38,0,0,1,134,29,,6,0,B+,4,26,8062
WH_115157,EID_65157,Rural,Mid,South,Zone 4,1,4,1,4713,Rented,21,0,0,0,138,25,,12,0,B,3,26,14113
WH_115158,EID_65158,Rural,Small,South,Zone 1,1,0,2,4816,Company Owned,66,0,0,1,184,36,,24,0,C,4,21,33100
WH_115159,EID_65159,Rural,Mid,West,Zone 2,7,2,7,4287,Rented,42,0,0,1,183,11,,17,0,A,5,1,21133
WH_115160,EID_65160,Rural,Large,North,Zone 6,7,0,3,4174,Company Owned,30,1,1,1,190,35,2001,33,0,A,5,6,44086
WH_115161,EID_65161,Urban,Large,South,Zone 5,8,1,3,4611,Company Owned,16,0,1,1,143,31,2017,9,1,A+,4,14,12098
WH_115162,EID_65162,Rural,Large,South,Zone 5,5,0,2,3843,Company Owned,66,1,0,1,131,23,1999,14,0,B+,3,25,17070
WH_115163,EID_65163,Rural,Small,North,Zone 1,8,0,3,4465,Rented,32,0,0,0,195,24,2013,17,0,A,6,3,23100
WH_115164,EID_65164,Rural,Mid,South,Zone 2,5,0,2,4462,Company Owned,50,0,0,1,131,29,2008,23,0,B,6,12,28087
WH_115165,EID_65165,Rural,Mid,East,Zone 4,7,0,10,4357,Company Owned,67,0,0,1,61,34,1999,33,0,C,5,26,44111
WH_115166,EID_65166,Rural,Large,North,Zone 6,0,0,2,9216,Rented,51,0,0,0,190,17,,12,0,A+,1,23,16128
WH_115167,EID_65167,Rural,Large,West,Zone 6,6,1,4,6542,Rented,52,0,0,1,270,24,,15,0,B+,4,23,18066
WH_115168,EID_65168,Urban,Small,South,Zone 6,7,2,4,5035,Company Owned,32,0,0,1,69,28,,17,0,A,2,2,21115
WH_115169,EID_65169,Rural,Large,North,Zone 6,8,3,2,4184,Rented,39,0,0,0,143,52,,27,0,C,2,23,33090
WH_115170,EID_65170,Rural,Large,North,Zone 5,5,0,3,4784,Rented,15,0,0,1,265,42,2010,20,0,A,3,24,25133
WH_115171,EID_65171,Rural,Large,North,Zone 5,7,0,3,4059,Company Owned,25,0,0,1,67,21,2012,16,0,C,1,14,21120
WH_115172,EID_65172,Rural,Large,West,Zone 6,3,1,3,5177,Company Owned,24,0,0,0,140,29,2002,27,0,A,5,23,35118
WH_115173,EID_65173,Rural,Mid,South,Zone 2,3,1,3,7045,Company Owned,57,0,0,1,144,29,2018,13,0,A,3,22,18122
WH_115174,EID_65174,Rural,Small,West,Zone 6,1,1,3,5660,Rented,38,0,0,1,77,32,,4,0,B,2,15,5055
WH_115175,EID_65175,Rural,Mid,North,Zone 2,5,2,2,5956,Company Owned,20,0,0,1,183,23,,4,0,B+,2,12,5112
WH_115176,EID_65176,Rural,Mid,West,Zone 3,8,2,5,5163,Company Owned,16,0,0,0,100,34,,11,1,B,4,27,13117
WH_115177,EID_65177,Rural,Mid,West,Zone 3,4,0,4,8764,Rented,25,0,0,1,207,26,2015,18,1,C,4,19,25098
WH_115178,EID_65178,Rural,Mid,West,Zone 4,8,1,4,2648,Company Owned,24,0,1,1,262,31,,0,0,NA,0,11,3094
WH_115179,EID_65179,Rural,Mid,North,Zone 4,7,1,3,3977,Rented,66,0,0,1,123,28,2004,14,1,B,2,26,17104
WH_115180,EID_65180,Rural,Mid,North,Zone 3,6,2,4,3714,Company Owned,50,0,0,1,242,31,,15,0,C,3,19,19124
WH_115181,EID_65181,Rural,Large,West,Zone 5,4,1,3,4426,Company Owned,60,0,0,0,156,24,2015,9,0,C,4,10,12118
WH_115182,EID_65182,Rural,Large,North,Zone 6,2,0,3,8451,Rented,69,0,0,0,147,20,,37,0,A,6,28,50099
WH_115183,EID_65183,Rural,Large,South,Zone 5,5,0,3,4507,Company Owned,45,0,0,1,192,,2021,5,0,C,1,10,6099
WH_115184,EID_65184,Rural,Mid,North,Zone 4,4,1,3,5157,Rented,59,0,0,0,97,,,20,1,A,4,26,26067
WH_115185,EID_65185,Rural,Large,West,Zone 6,0,1,2,3053,Company Owned,28,0,0,1,106,25,,20,0,B,2,23,23133
WH_115186,EID_65186,Rural,Large,North,Zone 5,8,0,2,4605,Rented,33,0,0,1,76,26,1998,25,1,C,5,14,32099
WH_115187,EID_65187,Rural,Mid,West,Zone 4,4,0,4,4711,Rented,16,0,0,0,129,16,2011,21,1,A+,3,11,29055
WH_115188,EID_65188,Rural,Mid,West,Zone 3,1,1,2,4693,Company Owned,70,0,0,0,218,36,,15,0,B,2,19,17117
WH_115189,EID_65189,Rural,Mid,North,Zone 2,2,0,2,5292,Company Owned,34,0,0,0,245,28,,15,1,B+,2,1,19149
WH_115190,EID_65190,Rural,Large,North,Zone 5,5,2,2,6189,Rented,41,0,0,0,185,20,,25,0,C,5,14,31106
WH_115191,EID_65191,Rural,Mid,South,Zone 2,0,0,4,4301,Rented,15,0,0,0,254,19,,12,0,A,5,32,17135
WH_115192,EID_65192,Rural,Large,South,Zone 6,0,0,2,4205,Company Owned,43,0,0,0,261,,,25,0,B+,2,29,29094
WH_115193,EID_65193,Rural,Mid,North,Zone 3,4,1,2,4252,Company Owned,32,0,0,0,114,28,2019,9,0,B,2,19,11072
WH_115194,EID_65194,Rural,Small,North,Zone 6,7,1,2,6725,Company Owned,37,0,0,0,69,28,,11,0,A,2,13,14081
WH_115195,EID_65195,Rural,Mid,West,Zone 3,1,0,2,4722,Company Owned,48,0,0,0,94,23,,17,0,B,1,19,21140
WH_115196,EID_65196,Rural,Large,North,Zone 5,0,0,3,5007,Company Owned,54,1,0,0,135,29,,11,0,B,5,24,12080
WH_115197,EID_65197,Rural,Mid,South,Zone 3,7,0,2,5956,Rented,15,0,0,1,189,34,2019,5,1,A+,3,19,7140
WH_115198,EID_65198,Rural,Large,West,Zone 5,1,1,4,7718,Rented,64,0,0,0,122,19,,0,0,NA,0,14,5070
WH_115199,EID_65199,Rural,Large,North,Zone 6,8,1,2,4642,Company Owned,43,0,0,1,225,37,,10,1,C,4,23,14085
WH_115200,EID_65200,Rural,Mid,North,Zone 3,4,0,3,4362,Company Owned,34,0,0,0,72,23,1996,25,1,A+,6,27,32068
WH_115201,EID_65201,Rural,Large,North,Zone 6,3,0,4,6200,Company Owned,17,0,0,1,217,25,2020,5,1,C,3,28,7124
WH_115202,EID_65202,Rural,Mid,South,Zone 3,6,4,2,4735,Company Owned,42,0,0,0,223,29,,11,1,B,5,19,13110
WH_115203,EID_65203,Rural,Mid,South,Zone 2,4,0,2,5564,Company Owned,68,0,0,1,131,28,2021,4,0,B+,1,32,5136
WH_115204,EID_65204,Rural,Large,North,Zone 6,2,0,3,5591,Rented,50,0,0,1,165,22,,16,1,B,4,23,19119
WH_115205,EID_65205,Rural,Mid,West,Zone 4,1,0,4,3768,Rented,19,1,0,1,205,45,,24,0,A,5,26,30134
WH_115206,EID_65206,Rural,Small,North,Zone 6,6,5,4,4790,Rented,36,0,0,0,166,,,8,0,B+,3,9,9118
WH_115207,EID_65207,Rural,Small,South,Zone 6,5,0,2,4134,Company Owned,47,0,0,1,198,37,2005,24,0,C,5,15,30100
WH_115208,EID_65208,Rural,Large,North,Zone 5,4,1,3,6162,Rented,30,0,0,1,198,40,,16,0,C,6,24,20102
WH_115209,EID_65209,Rural,Small,South,Zone 1,8,0,2,4839,Company Owned,16,1,0,1,82,54,2020,6,0,B,2,21,8080
WH_115210,EID_65210,Urban,Small,North,Zone 1,2,0,3,5225,Rented,58,0,0,1,169,29,,25,0,B+,5,3,29103
WH_115211,EID_65211,Rural,Small,North,Zone 6,6,0,2,6259,Rented,34,0,0,1,258,34,2017,11,1,A,1,9,15082
WH_115212,EID_65212,Rural,Mid,South,Zone 3,6,0,2,7001,Rented,59,0,0,1,185,24,1998,16,0,B,2,19,20083
WH_115213,EID_65213,Rural,Large,South,Zone 5,6,0,3,4116,Company Owned,42,0,0,1,81,42,2007,14,0,B+,5,25,17115
WH_115214,EID_65214,Rural,Large,South,Zone 5,6,0,2,4580,Rented,48,0,0,1,71,30,2016,10,0,A,2,14,14089
WH_115215,EID_65215,Rural,Mid,West,Zone 4,3,3,5,3759,Rented,56,0,0,1,153,,,27,0,A,6,26,34087
